image_fn,image_ts,gems_plant_id,lat,lon,capacity,generation,capacity_factor,temperature,daily_max_temp,daily_min_temp,daily_avg_temp,wind_speed,wind_direction,wind_gust,precipitation,daily_total_snow,humidity,visibility,cloud_cover_weather,dew_point
1016599_COPERNICUS-S2-20161204T104422_20161204T143433_T31UFT.npy,2016-12-04 10:45:38.833000+00:00,1016599,51.71,4.844,645,589.55,0.91,3,4,0,1,16,89,24,0,0,50,10,0,-7
1014675_COPERNICUS-S2-20180705T105029_20180705T105427_T31UER.npy,2018-07-05 10:54:27.180000+00:00,1014675,50.297213,3.314945,605,548,0.91,25,26,16,22,8,319,9,0,0,55,10,12,15
1021312_COPERNICUS-S2-20160512T102029_20160512T160424_T32UND.npy,2016-05-12 10:20:29.464000+00:00,1021312,52.315,10.094,752,0,0,21,21,12,19,23,76,26,0,0,58,10,20,13
1023682_COPERNICUS-S2-20201121T091259_20201121T091302_T35TMG.npy,2020-11-21 09:18:45.446000+00:00,1023682,42.254053,26.134007,1593,211,0.13,6,7,4,5,12,34,17,0,0,73,10,79,2
1017671_COPERNICUS-S2-20180301T103019_20180301T103013_T32ULC.npy,2018-03-01 10:30:13.460000+00:00,1017671,51.636678,7.620603,780,0,0,-3,-1,-7,-4,25,84,30,0,0,33,10,56,-17
1026316_COPERNICUS-S2-20201114T092239_20201114T092338_T34TEL.npy,2020-11-14 09:29:11.497000+00:00,1026316,40.812251,21.602701,330,0,0,9,9,4,7,7,57,11,0,0,58,10,6,1
1017452_COPERNICUS-S2-20210221T104041_20210221T104043_T31UGS.npy,2021-02-21 10:46:47.082000+00:00,1017452,50.974621,6.987969,864,403.35,0.47,13,16,7,12,15,152,24,0,0,50,10,0,2
1026316_COPERNICUS-S2-20161230T092402_20161230T092752_T34TEL.npy,2016-12-30 09:27:52.359000+00:00,1026316,40.812251,21.602701,330,255,0.77,-4,-4,-8,-6,14,23,17,0,0,49,10,7,-13
1019815_COPERNICUS-S2-20180708T101031_20180708T101025_T32UQU.npy,2018-07-08 10:10:25.460000+00:00,1019815,48.455287,11.799544,524,0,0,22,23,14,20,14,326,17,0,0,65,10,20,15
27965_COPERNICUS-S2-20160615T164322_20160615T164320_T16TDM.npy,2016-06-15 16:43:20.460000+00:00,27965,41.7208,-86.9086,540,0,0,19,22,18,19,22,219,38,0,0,90,10,47,17
1017671_COPERNICUS-S2-20190704T103029_20190704T103317_T32UMC.npy,2019-07-04 10:36:42+00:00,1017671,51.636678,7.620603,780,0,0,23,24,13,21,5,11,6,0,0,30,10,5,5
1010623_COPERNICUS-S2-20170922T103009_20170922T103009_T32UMV.npy,2017-09-22 10:30:09.460000+00:00,1010623,49.013306,8.305416,1462,1336.48,0.91,21,21,12,17,4,277,5,0,0,45,10,8,9
1026316_COPERNICUS-S2-20180825T093031_20180825T093826_T34TEL.npy,2018-08-25 09:38:26.080000+00:00,1026316,40.812251,21.602701,330,272,0.82,27,27,17,24,11,172,13,0,0,30,10,23,8
1021366_COPERNICUS-S2-20160912T103022_20160912T103019_T32UPF.npy,2016-09-12 10:30:19.460000+00:00,1021366,54.142799,12.132865,553,405.43,0.73,27,27,16,23,15,112,19,0,0,57,10,15,17
1021366_COPERNICUS-S2-20190611T102029_20190611T102030_T33UUA.npy,2019-06-11 10:25:49+00:00,1021366,54.142799,12.132865,553,496.9,0.9,23,23,15,21,6,118,10,0.4,0,81,10,58,20
27965_COPERNICUS-S2-20180304T163151_20180304T163418_T16TDM.npy,2018-03-04 16:34:18.370000+00:00,27965,41.7208,-86.9086,540,340,0.63,3,6,0,3,18,108,25,0,0,44,10,4,-8
1026316_COPERNICUS-S2-20190618T092031_20190618T092705_T34TEL.npy,2019-06-18 09:29:14+00:00,1026316,40.812251,21.602701,330,160,0.48,22,23,15,20,3,59,5,1.6,0,49,7,14,11
1010623_COPERNICUS-S2-20190823T103029_20190823T103244_T32UMV.npy,2019-08-23 10:37:22.395000+00:00,1010623,49.013306,8.305416,1462,0,0,26,26,16,23,15,68,17,0,0,43,10,2,13
1017452_COPERNICUS-S2-20190724T103029_20190724T103030_T31UGS.npy,2019-07-24 10:37:02.231000+00:00,1017452,50.974621,6.987969,864,622.78,0.72,39,41,24,35,8,171,9,0,0,22,10,0,13
1021366_COPERNICUS-S2-20170606T102031_20170606T102456_T32UPF.npy,2017-06-06 10:24:56.040000+00:00,1021366,54.142799,12.132865,553,0,0,22,22,11,19,28,141,39,1,0,70,10,48,16
1019815_COPERNICUS-S2-20180708T101031_20180708T101025_T32UPU.npy,2018-07-08 10:10:25.460000+00:00,1019815,48.455287,11.799544,524,0,0,22,23,14,20,14,326,17,0,0,65,10,20,15
1021366_COPERNICUS-S2-20180818T103019_20180818T103015_T33UUA.npy,2018-08-18 10:30:15.460000+00:00,1021366,54.142799,12.132865,553,0,0,23,23,15,21,16,245,18,0,0,46,10,7,11
1066825_COPERNICUS-S2-20190609T103021_20190609T103024_T32ULC.npy,2019-06-09 10:36:40+00:00,1066825,51.614,7.462,800,0,0,25,25,12,20,4,281,5,0,0,30,10,23,6
1019815_COPERNICUS-S2-20190519T101039_20190519T101033_T32UPU.npy,2019-05-19 10:17:38+00:00,1019815,48.455287,11.799544,524,109.9,0.21,20,20,8,17,6,140,7,0,0,58,10,14,12
1019815_COPERNICUS-S2-20180427T102019_20180427T102022_T32UQU.npy,2018-04-27 10:20:22.460000+00:00,1019815,48.455287,11.799544,524,0,0,17,19,7,15,16,99,19,0,0,55,10,6,8
1023682_COPERNICUS-S2-20190928T090729_20190928T091657_T35TMG.npy,2019-09-28 09:18:45.161000+00:00,1023682,42.254053,26.134007,1593,899,0.56,24,25,14,22,5,191,6,0,0,37,10,2,8
1016599_COPERNICUS-S2-20200106T105339_20200106T105431_T31UFT.npy,2020-01-06 10:56:32.241000+00:00,1016599,51.71,4.844,645,431.1,0.67,5,6,4,5,15,190,23,0,0,81,10,23,2
1019815_COPERNICUS-S2-20190706T102031_20190706T102357_T32UPU.npy,2019-07-06 10:27:32+00:00,1019815,48.455287,11.799544,524,0,0,27,27,16,24,13,282,15,0,0,47,10,9,15
1016599_COPERNICUS-S2-20191227T105349_20191227T105429_T31UFT.npy,2019-12-27 10:56:32.485000+00:00,1016599,51.71,4.844,645,577.08,0.89,6,7,3,6,17,64,26,0,0,80,10,8,3
1016434_COPERNICUS-S2-20170815T102021_20170815T102513_T32UNV.npy,2017-08-15 10:25:13.080000+00:00,1016434,49.175277,9.207428,778,0,0,29,29,17,26,8,273,9,0,0,45,10,16,16
1017452_COPERNICUS-S2-20190607T104029_20190607T104533_T32ULB.npy,2019-06-07 10:46:57+00:00,1017452,50.974621,6.987969,864,410.53,0.48,24,26,12,21,24,143,28,0,0,36,10,13,8
15570_COPERNICUS-S2-20170919T161341_20170919T162024_T17TNE.npy,2017-09-19 16:20:24.530000+00:00,15570,40.2522,-80.6486,1880.4,1914,1.02,30,30,18,25,3,145,3,0.1,0,50,10,9,18
1017671_COPERNICUS-S2-20191129T104411_20191129T104430_T32UMC.npy,2019-11-29 10:46:30.055000+00:00,1017671,51.636678,7.620603,780,0,0,7,8,5,7,19,266,26,0,0,58,10,54,0
1017452_COPERNICUS-S2-20170806T104019_20170806T104021_T31UGS.npy,2017-08-06 10:40:21.460000+00:00,1017452,50.974621,6.987969,864,0,0,23,23,14,21,6,266,7,0,0,37,10,4,7
1021366_COPERNICUS-S2-20210330T103021_20210330T103442_T33UUA.npy,2021-03-30 10:35:36.051000+00:00,1021366,54.142799,12.132865,553,425,0.77,14,15,8,12,22,256,35,0,0,71,10,7,9
1017452_COPERNICUS-S2-20180724T103021_20180724T103551_T31UGS.npy,2018-07-24 10:35:51.770000+00:00,1017452,50.974621,6.987969,864,397,0.46,34,35,22,31,5,163,5,0,0,30,10,28,14
13361_COPERNICUS-S2-20190909T160901_20190909T162004_T17SMD.npy,2019-09-09 16:22:30.249000+00:00,13361,38.9794,-81.9344,1300,1375,1.06,29,29,17,24,6,10,7,0,0,45,10,17,16
1016434_COPERNICUS-S2-20190626T102031_20190626T102028_T32UNV.npy,2019-06-26 10:27:20+00:00,1016434,49.175277,9.207428,778,0,0,36,36,22,32,4,116,5,0,0,47,10,1,23
1009806_COPERNICUS-S2-20190322T105029_20190322T105540_T31UFT.npy,2019-03-22 10:56:37+00:00,1009806,51.684976,4.580425,788.2,397.6,0.5,16,19,7,14,10,156,12,0,0,59,10,1,8
1017452_COPERNICUS-S2-20160508T104027_20160508T163213_T32ULB.npy,2016-05-08 10:40:27.456000+00:00,1017452,50.974621,6.987969,864,0,0,23,24,14,21,21,112,25,0,0,41,10,0,9
1010623_COPERNICUS-S2-20180818T103019_20180818T103015_T32UMV.npy,2018-08-18 10:30:15.460000+00:00,1010623,49.013306,8.305416,1462,0,0,27,28,17,25,7,316,8,0,0,45,10,48,14
16324_COPERNICUS-S2-20190326T162031_20190326T163223_T16SFJ.npy,2019-03-26 16:32:38+00:00,16324,39.1128,-84.8036,1180.8,1109,0.94,8,9,-1,5,17,50,19,0,0,32,10,0,-7
1017452_COPERNICUS-S2-20190823T103029_20190823T103244_T31UGS.npy,2019-08-23 10:36:58.799000+00:00,1017452,50.974621,6.987969,864,630.78,0.73,32,32,20,27,3,136,3,0,0,27,10,0,11
1025784_COPERNICUS-S2-20160326T103406_20160326T160551_T32UMD.npy,2016-03-26 10:34:06.538000+00:00,1025784,52.381609,8.998612,911,180.85,0.2,12,14,3,10,16,180,19,0,0,69,10,23,6
1026316_COPERNICUS-S2-20160904T093032_20160904T093232_T34TEL.npy,2016-09-04 09:32:32.520000+00:00,1026316,40.812251,21.602701,330,171,0.52,27,27,12,22,3,53,4,0,0,29,10,8,7
1014414_COPERNICUS-S2-20160501T105310_20160501T144220_T31UES.npy,2016-05-01 10:53:10.197000+00:00,1014414,50.802394,4.301932,553,0,0,12,14,3,11,16,11,18,0,0,45,10,56,1
1026328_COPERNICUS-S2-20200902T090559_20200902T091111_T35TLF.npy,2020-09-02 09:19:06.468000+00:00,1026328,41.0645,25.4895,500,132.99,0.27,34,34,21,29,5,111,6,0,0,27,10,1,12
1016599_COPERNICUS-S2-20200507T104031_20200507T104558_T31UFT.npy,2020-05-07 10:46:44.462000+00:00,1016599,51.71,4.844,645,325.25,0.5,17,18,7,15,5,44,5,0,0,49,10,67,6
27965_COPERNICUS-S2-20191219T163709_20191219T164030_T16TEM.npy,2019-12-19 16:41:50.646000+00:00,27965,41.7208,-86.9086,540,0,0,-2,1,-6,-2,27,198,35,0,0,51,10,6,-11
1029894_COPERNICUS-S2-20190614T103029_20190614T103029_T32UND.npy,2019-06-14 10:36:22+00:00,1029894,52.420278,9.647508,300,61.43,0.2,27,27,14,24,23,171,28,0,0,49,10,11,15
1017452_COPERNICUS-S2-20201103T104221_20201103T104440_T32ULB.npy,2020-11-03 10:46:54.777000+00:00,1017452,50.974621,6.987969,864,319.38,0.37,12,13,9,11,10,196,12,0,0,55,10,61,3
1023682_COPERNICUS-S2-20210425T090551_20210425T091332_T35TMG.npy,2021-04-25 09:18:41.379000+00:00,1023682,42.254053,26.134007,1593,577,0.36,13,14,8,12,12,73,14,0,0,53,10,6,3
1017452_COPERNICUS-S2-20201110T103251_20201110T103435_T32ULB.npy,2020-11-10 10:36:56.539000+00:00,1017452,50.974621,6.987969,864,579.56,0.67,13,15,9,12,6,136,8,0,0,77,10,30,9
1010623_COPERNICUS-S2-20190828T103021_20190828T103331_T32UMV.npy,2019-08-28 10:37:18.575000+00:00,1010623,49.013306,8.305416,1462,789.7,0.54,31,32,20,27,10,248,12,0,0,38,10,21,15
1019815_COPERNICUS-S2-20180621T102021_20180621T102316_T32UPU.npy,2018-06-21 10:23:16.630000+00:00,1019815,48.455287,11.799544,524,0,0,25,25,15,22,18,285,22,2.2,0,70,7,21,19
1021366_COPERNICUS-S2-20160505T103027_20160505T161109_T33UUA.npy,2016-05-05 10:30:27.459000+00:00,1021366,54.142799,12.132865,553,266.43,0.48,15,15,5,13,13,21,16,0,0,49,10,11,4
1014675_COPERNICUS-S2-20210301T104859_20210301T104854_T31UER.npy,2021-03-01 10:57:09.065000+00:00,1014675,50.297213,3.314945,605,597,0.99,8,12,3,8,14,82,19,0,0,63,10,0,1
1014414_COPERNICUS-S2-20160908T105022_20160908T105416_T31UES.npy,2016-09-08 10:54:16.360000+00:00,1014414,50.802394,4.301932,553,105.2,0.19,26,26,15,22,19,245,22,0,0,51,10,3,15
1010623_COPERNICUS-S2-20160813T103022_20160813T103228_T32UMV.npy,2016-08-13 10:32:28.128000+00:00,1010623,49.013306,8.305416,1462,0,0,27,28,16,25,10,251,11,0,0,49,10,13,15
1016599_COPERNICUS-S2-20191013T105031_20191013T105439_T31UFT.npy,2019-10-13 10:56:40.304000+00:00,1016599,51.71,4.844,645,0,0,21,21,14,18,27,200,40,0.4,0,69,10,39,16
1025784_COPERNICUS-S2-20190609T103021_20190609T103024_T32UMD.npy,2019-06-09 10:36:22+00:00,1025784,52.381609,8.998612,911,0,0,20,21,9,18,10,230,12,0,0,49,10,17,9
16324_COPERNICUS-S2-20190515T161901_20190515T162523_T16SFJ.npy,2019-05-15 16:32:42+00:00,16324,39.1128,-84.8036,1180.8,1103,0.93,21,21,12,18,7,196,10,0,0,52,10,45,11
1014414_COPERNICUS-S2-20210306T105031_20210306T105443_T31UES.npy,2021-03-06 10:56:55.545000+00:00,1014414,50.802394,4.301932,553,0,0,5,7,2,5,13,61,15,0,0,47,10,1,-6
15570_COPERNICUS-S2-20170611T161351_20170611T161345_T17TNE.npy,2017-06-11 16:13:45.460000+00:00,15570,40.2522,-80.6486,1880.4,1654,0.88,30,31,17,27,13,237,15,0,0,41,10,3,15
1016434_COPERNICUS-S2-20210426T102021_20210426T102624_T32UNV.npy,2021-04-26 10:27:12.953000+00:00,1016434,49.175277,9.207428,778,0,0,12,14,3,10,17,61,19,0,0,45,10,0,1
1016434_COPERNICUS-S2-20191012T103029_20191012T103045_T32UNV.npy,2019-10-12 10:37:13.780000+00:00,1016434,49.175277,9.207428,778,0,0,21,21,10,17,9,206,11,0,0,55,10,9,12
1017452_COPERNICUS-S2-20190920T104021_20190920T104149_T32ULB.npy,2019-09-20 10:46:49.892000+00:00,1017452,50.974621,6.987969,864,511.63,0.59,20,22,11,17,9,112,10,0,0,35,10,2,4
1025784_COPERNICUS-S2-20200731T103629_20200731T104607_T32UMD.npy,2020-07-31 10:46:19.961000+00:00,1025784,52.381609,8.998612,911,0,0,24,26,14,22,7,73,9,0,0,55,10,4,14
1016434_COPERNICUS-S2-20190214T103129_20190214T103317_T32UNV.npy,2019-02-14 10:37:12+00:00,1016434,49.175277,9.207428,778,593.23,0.76,8,10,2,6,3,123,5,0,0,45,10,28,-3
1016434_COPERNICUS-S2-20161128T102352_20161128T102354_T32UNV.npy,2016-11-28 10:23:54.460000+00:00,1016434,49.175277,9.207428,778,731.13,0.94,3,3,-2,1,19,59,23,0,0,54,10,0,-5
1026316_COPERNICUS-S2-20170901T092019_20170901T092854_T34TEL.npy,2017-09-01 09:28:54.760000+00:00,1026316,40.812251,21.602701,330,290,0.88,29,29,15,25,4,219,4,0,0,24,10,6,7
1019815_COPERNICUS-S2-20170825T102021_20170825T102114_T32UPU.npy,2017-08-25 10:21:14.960000+00:00,1019815,48.455287,11.799544,524,139.6,0.27,27,29,16,24,7,243,8,0,0,53,10,5,16
1026316_COPERNICUS-S2-20160214T092102_20160214T092526_T34TEL.npy,2016-02-14 09:25:26.434000+00:00,1026316,40.812251,21.602701,330,0,0,14,15,6,12,13,178,17,0,0,69,10,43,8
15570_COPERNICUS-S2-20160527T161342_20160527T161345_T17TNE.npy,2016-05-27 16:13:45+00:00,15570,40.2522,-80.6486,1880.4,630,0.34,29,30,19,26,12,219,14,0,0,50,10,15,17
1010623_COPERNICUS-S2-20170530T103021_20170530T103024_T32UMV.npy,2017-05-30 10:30:24.460000+00:00,1010623,49.013306,8.305416,1462,778.9,0.53,27,27,17,24,12,239,14,0,0,57,10,15,18
1014675_COPERNICUS-S2-20190516T105031_20190516T105030_T31UER.npy,2019-05-16 10:57:13+00:00,1014675,50.297213,3.314945,605,0,0,16,16,7,14,18,45,21,0,0,54,10,48,6
27965_COPERNICUS-S2-20160206T164751_20160206T203820_T16TEM.npy,2016-02-06 16:47:51.845000+00:00,27965,41.7208,-86.9086,540,348,0.64,0,4,-2,1,21,225,27,0,0,48,10,24,-10
1066825_COPERNICUS-S2-20180505T103021_20180505T103125_T32ULC.npy,2018-05-05 10:31:25.790000+00:00,1066825,51.614,7.462,800,157.13,0.2,20,20,11,17,15,63,17,0,0,41,10,2,6
16324_COPERNICUS-S2-20201031T162429_20201031T163013_T16SFJ.npy,2020-10-31 16:32:42+00:00,16324,39.1128,-84.8036,1180.8,551,0.47,8,12,2,7,11,145,13,0,0,63,10,6,2
27965_COPERNICUS-S2-20180617T162829_20180617T163701_T16TDM.npy,2018-06-17 16:37:01.160000+00:00,27965,41.7208,-86.9086,540,435,0.81,29,30,23,27,16,207,28,0,0,69,10,10,22
1017452_COPERNICUS-S2-20201103T104221_20201103T104440_T31UGS.npy,2020-11-03 10:46:56.424000+00:00,1017452,50.974621,6.987969,864,319.38,0.37,12,13,9,11,10,196,12,0,0,55,10,61,3
1017452_COPERNICUS-S2-20190627T104029_20190627T104030_T31UGS.npy,2019-06-27 10:46:59+00:00,1017452,50.974621,6.987969,864,247.65,0.29,27,28,19,25,12,11,14,0,0,23,10,0,5
1021312_COPERNICUS-S2-20200317T101649_20200317T101645_T32UND.npy,2020-03-17 10:26:16.145000+00:00,1021312,52.315,10.094,752,239,0.32,10,12,7,10,14,267,17,0,0,63,10,55,3
1021366_COPERNICUS-S2-20190726T102031_20190726T102028_T32UPF.npy,2019-07-26 10:25:50.675000+00:00,1021366,54.142799,12.132865,553,258.15,0.47,25,25,16,23,25,75,32,0,0,56,10,2,15
1019815_COPERNICUS-S2-20180522T102031_20180522T102025_T32UQU.npy,2018-05-22 10:20:25.460000+00:00,1019815,48.455287,11.799544,524,456,0.87,22,22,10,19,11,81,12,0,0,61,10,10,14
1017671_COPERNICUS-S2-20180806T104021_20180806T104340_T32ULC.npy,2018-08-06 10:43:40.890000+00:00,1017671,51.636678,7.620603,780,712.128957529,0.91,34,35,18,30,4,183,4,0,0,27,10,0,12
1014414_COPERNICUS-S2-20171015T104009_20171015T104525_T31UES.npy,2017-10-15 10:45:25.943000+00:00,1014414,50.802394,4.301932,553,0,0,21,21,13,18,16,187,19,0,0,56,10,0,12
1021366_COPERNICUS-S2-20170420T103021_20170420T103454_T33UUA.npy,2017-04-20 10:34:54.040000+00:00,1021366,54.142799,12.132865,553,413.08,0.75,8,8,-1,7,14,280,16,0,0,60,10,34,1
1019815_COPERNICUS-S2-20170328T102021_20170328T102018_T32UQU.npy,2017-03-28 10:20:18.460000+00:00,1019815,48.455287,11.799544,524,251.6,0.48,14,16,3,11,10,274,12,0,0,61,10,15,6
1017671_COPERNICUS-S2-20171216T103431_20171216T103432_T32ULC.npy,2017-12-16 10:34:32.460000+00:00,1017671,51.636678,7.620603,780,0,0,3,4,1,3,13,270,18,0.1,0,81,9,40,1
15570_COPERNICUS-S2-20201107T161459_20201107T162000_T17TNE.npy,2020-11-07 16:22:15.210000+00:00,15570,40.2522,-80.6486,1880.4,621,0.33,17,21,8,15,4,186,5,0,0,58,10,8,9
1021366_COPERNICUS-S2-20170606T102031_20170606T102456_T33UUA.npy,2017-06-06 10:24:56.040000+00:00,1021366,54.142799,12.132865,553,0,0,22,22,11,19,28,141,39,1,0,70,10,48,16
1014414_COPERNICUS-S2-20170314T104011_20170314T104411_T31UES.npy,2017-03-14 10:44:11.573000+00:00,1014414,50.802394,4.301932,553,0,0,12,13,4,10,16,241,20,0,0,76,10,40,8
27965_COPERNICUS-S2-20190918T164021_20190918T165045_T16TEM.npy,2019-09-18 16:51:51.473000+00:00,27965,41.7208,-86.9086,540,0,0,23,24,15,21,14,151,21,0,0,71,10,2,17
16324_COPERNICUS-S2-20171002T162111_20171002T162618_T16SFJ.npy,2017-10-02 16:26:18.730000+00:00,16324,39.1128,-84.8036,1180.8,1097,0.93,25,25,12,20,7,165,8,0,0,38,10,29,10
1017452_COPERNICUS-S2-20200911T103031_20200911T103359_T31UGS.npy,2020-09-11 10:36:57.543000+00:00,1017452,50.974621,6.987969,864,184.13,0.21,24,27,15,22,5,192,6,0,0,35,10,0,7
